Tanggal,Produk,Ulasan,label,Cleaning,Tokenizing,Normalisasi,Stopword,Stemming,text
7 bulan lalu,Miyako Rice Cooker PSG-607 0.63 L,"nyesel beli yg murah masak nasi sehat , biasa aku masak pakai brand lain phi***mateng sempurna , pdhal takaran air dan berasnya sma seperti aku masak , tpi hasilnya gk matan. . .  ",0,nyesel beli yg murah masak nasi sehat biasa aku masak pakai brand lain phimateng sempurna pdhal takaran air dan berasnya sma seperti aku masak tpi hasilnya gk matan ,"['nyesel', 'beli', 'yg', 'murah', 'masak', 'nasi', 'sehat', 'biasa', 'aku', 'masak', 'pakai', 'brand', 'lain', 'phimateng', 'sempurna', 'pdhal', 'takaran', 'air', 'dan', 'berasnya', 'sma', 'seperti', 'aku', 'masak', 'tpi', 'hasilnya', 'gk', 'matan', '']","['menyesal', 'beli', 'yang', 'murah', 'masak', 'nasi', 'sehat', 'biasa', 'aku', 'masak', 'pakai', 'brand', 'lain', 'phimateng', 'sempurna', 'padahal', 'takaran', 'air', 'dan', 'berasnya', 'sama', 'seperti', 'aku', 'masak', 'tapi', 'hasilnya', 'enggak', 'matan', '']","['menyesal', 'beli', 'murah', 'masak', 'sehat', 'masak', 'pakai', 'phimateng', 'sempurna', 'takaran', 'berasnya', 'masak', 'hasilnya', 'enggak', 'matan', '']","['sesal', 'beli', 'murah', 'masak', 'sehat', 'masak', 'pakai', 'phimateng', 'sempurna', 'takar', 'beras', 'masak', 'hasil', 'enggak', 'matan', '']",sesal beli murah masak sehat masak pakai phimateng sempurna takar beras masak hasil enggak matan
7 bulan lalu,Miyako Kipas Angin(Stand Fan) KAS-1618 B,okeeee,1,okeeee,['okeeee'],['okeeee'],['okeeee'],['okeeee'],okeeee
7 bulan lalu,Miyako Cookware Deep Fry Pan DFP-24A,"sesuai,  recomended.  thanks",1,sesuai recomended thanks,"['sesuai', 'recomended', 'thanks']","['sesuai', 'recomended', 'thanks']","['sesuai', 'recomended']","['sesuai', 'recomended']",sesuai recomended
7 bulan lalu,"Miyako Panci Teflon Magic Com 0.6 Liter MCM 606,PSG 607,MCM 609",sudah diterima dengan baik.  salah satunya agak penyok sedikit di pengiriman tapi tidak masalah. ,1,sudah diterima dengan baik salah satunya agak penyok sedikit di pengiriman tapi tidak masalah ,"['sudah', 'diterima', 'dengan', 'baik', 'salah', 'satunya', 'agak', 'penyok', 'sedikit', 'di', 'pengiriman', 'tapi', 'tidak', 'masalah', '']","['sudah', 'diterima', 'dengan', 'baik', 'salah', 'satunya', 'agak', 'penyok', 'sedikit', 'di', 'pengiriman', 'tapi', 'tidak', 'masalah', '']","['diterima', 'salah', 'satunya', 'penyok', 'pengiriman', 'tidak', '']","['terima', 'salah', 'satu', 'penyok', 'kirim', 'tidak', '']",terima salah satu penyok kirim tidak
7 bulan lalu,Miyako AWD 200 Automatic Water Dispenser Pompa Galon Elektrik,"alat berfungsi dg baik,  pengiriman cepat",1,alat berfungsi dg baik pengiriman cepat,"['alat', 'berfungsi', 'dg', 'baik', 'pengiriman', 'cepat']","['alat', 'berfungsi', 'dengan', 'baik', 'pengiriman', 'cepat']","['alat', 'berfungsi', 'pengiriman', 'cepat']","['alat', 'fungsi', 'kirim', 'cepat']",alat fungsi kirim cepat
7 bulan lalu,Miyako Dispenser WD-185 H,mantapz,1,mantapz,['mantapz'],['mantapz'],['mantapz'],['mantapz'],mantapz
7 bulan lalu,Miyako Panci Teflon Magic Com 1.8 Liter Tinggi 13 cm,terlalu kecil gak pas sama magic com di rumah,1,terlalu kecil gak pas sama magic com di rumah,"['terlalu', 'kecil', 'gak', 'pas', 'sama', 'magic', 'com', 'di', 'rumah']","['terlalu', 'kecil', 'enggak', 'pas', 'sama', 'magic', 'com', 'di', 'rumah']","['enggak', 'pas', 'com', 'rumah']","['enggak', 'pas', 'com', 'rumah']",enggak pas com rumah
7 bulan lalu,Miyako Magic Warmer Plus MCM-706 1.8 L,barang lama dan sudah baret,1,barang lama dan sudah baret,"['barang', 'lama', 'dan', 'sudah', 'baret']","['barang', 'lama', 'dan', 'sudah', 'baret']","['barang', 'baret']","['barang', 'baret']",barang baret
7 bulan lalu,"Miyako Panci Teflon Magic Com 1.2 Liter MCM 612,MCM 512","packing lumayan.  pas buat mcm 612.  
belum coba dipake",1,packing lumayan pas buat mcm belum coba dipake,"['packing', 'lumayan', 'pas', 'buat', 'mcm', 'belum', 'coba', 'dipake']","['packing', 'lumayan', 'pas', 'buat', 'macam', 'belum', 'coba', 'dipakai']","['packing', 'lumayan', 'pas', 'coba', 'dipakai']","['packing', 'lumayan', 'pas', 'coba', 'pakai']",packing lumayan pas coba pakai
7 bulan lalu,Miyako Magic Warmer Plus MCM-606 B 0.63 L,berfungsi dg baik.  kabel lebih kuat dr keluaran sebelumnya,1,berfungsi dg baik kabel lebih kuat dr keluaran sebelumnya,"['berfungsi', 'dg', 'baik', 'kabel', 'lebih', 'kuat', 'dr', 'keluaran', 'sebelumnya']","['berfungsi', 'dengan', 'baik', 'kabel', 'lebih', 'kuat', 'dari', 'keluaran', 'sebelumnya']","['berfungsi', 'kuat', 'keluaran']","['fungsi', 'kuat', 'keluar']",fungsi kuat keluar
7 bulan lalu,Miyako RM-101M,"barang berkualitas,  sesuai dengan gambar dan deskripsi,  pengemasan aman,  pengiriman cepat,  rekomended",1,barang berkualitas sesuai dengan gambar dan deskripsi pengemasan aman pengiriman cepat rekomended,"['barang', 'berkualitas', 'sesuai', 'dengan', 'gambar', 'dan', 'deskripsi', 'pengemasan', 'aman', 'pengiriman', 'cepat', 'rekomended']","['barang', 'berkualitas', 'sesuai', 'dengan', 'gambar', 'dan', 'deskripsi', 'pengemasan', 'aman', 'pengiriman', 'cepat', 'rekomended']","['barang', 'berkualitas', 'sesuai', 'gambar', 'deskripsi', 'pengemasan', 'aman', 'pengiriman', 'cepat', 'rekomended']","['barang', 'kualitas', 'sesuai', 'gambar', 'deskripsi', 'emas', 'aman', 'kirim', 'cepat', 'rekomended']",barang kualitas sesuai gambar deskripsi emas aman kirim cepat rekomended
7 bulan lalu,Miyako Panci Teflon Magic Com 1.8 Liter Tinggi 13 cm,barangnya sih bagus tapi ko lebih pendek dr aslinya semoga hasil masak nasinya bagus ya,1,barangnya sih bagus tapi ko lebih pendek dr aslinya semoga hasil masak nasinya bagus ya,"['barangnya', 'sih', 'bagus', 'tapi', 'ko', 'lebih', 'pendek', 'dr', 'aslinya', 'semoga', 'hasil', 'masak', 'nasinya', 'bagus', 'ya']","['barangnya', 'sih', 'bagus', 'tapi', 'kok', 'lebih', 'pendek', 'dari', 'aslinya', 'semoga', 'hasil', 'masak', 'nasinya', 'bagus', 'ya']","['barangnya', 'sih', 'bagus', 'pendek', 'aslinya', 'semoga', 'hasil', 'masak', 'nasinya', 'bagus']","['barang', 'sih', 'bagus', 'pendek', 'asli', 'moga', 'hasil', 'masak', 'nasi', 'bagus']",barang sih bagus pendek asli moga hasil masak nasi bagus
7 bulan lalu,Miyako Magic Warmer Plus MCM-508 SBC 1.8 L,"barang bagus, packing aman",1,barang bagus packing aman,"['barang', 'bagus', 'packing', 'aman']","['barang', 'bagus', 'packing', 'aman']","['barang', 'bagus', 'packing', 'aman']","['barang', 'bagus', 'packing', 'aman']",barang bagus packing aman
7 bulan lalu,"Miyako Panci Teflon Magic Com 1.2 Liter MCM 612,MCM 512","bagus,  bisa langsung dipakai",1,bagus bisa langsung dipakai,"['bagus', 'bisa', 'langsung', 'dipakai']","['bagus', 'bisa', 'langsung', 'dipakai']","['bagus', 'langsung', 'dipakai']","['bagus', 'langsung', 'pakai']",bagus langsung pakai
7 bulan lalu,Miyako Panci Teflon Magic Com 1.8 Liter Tinggi 13 cm,pas ukuran nya,1,pas ukuran nya,"['pas', 'ukuran', 'nya']","['pas', 'ukuran', 'nya']","['pas', 'ukuran', 'nya']","['pas', 'ukur', 'nya']",pas ukur nya
7 bulan lalu,Miyako Panci Teflon Magic Com 1.8 Liter Tinggi 13 cm,"barang sudah diterima dengan baik,  kondisi barang sanagat memuaskan,  panci teflonnya original dan pengirimannya sangat cepat. ",1,barang sudah diterima dengan baik kondisi barang sanagat memuaskan panci teflonnya original dan pengirimannya sangat cepat ,"['barang', 'sudah', 'diterima', 'dengan', 'baik', 'kondisi', 'barang', 'sanagat', 'memuaskan', 'panci', 'teflonnya', 'original', 'dan', 'pengirimannya', 'sangat', 'cepat', '']","['barang', 'sudah', 'diterima', 'dengan', 'baik', 'kondisi', 'barang', 'sanagat', 'memuaskan', 'panci', 'teflonnya', 'original', 'dan', 'pengirimannya', 'sangat', 'cepat', '']","['barang', 'diterima', 'kondisi', 'barang', 'sanagat', 'memuaskan', 'panci', 'teflonnya', 'pengirimannya', 'cepat', '']","['barang', 'terima', 'kondisi', 'barang', 'sanagat', 'muas', 'panci', 'teflonnya', 'kirim', 'cepat', '']",barang terima kondisi barang sanagat muas panci teflonnya kirim cepat
7 bulan lalu,Miyako Dispenser WD-185 H,"proses transaksi cepat,  kurir mengantar aman,  barang yg sampai sesuai.  👍👍👍",1,proses transaksi cepat kurir mengantar aman barang yg sampai sesuai ,"['proses', 'transaksi', 'cepat', 'kurir', 'mengantar', 'aman', 'barang', 'yg', 'sampai', 'sesuai', '']","['proses', 'transaksi', 'cepat', 'kurir', 'mengantar', 'aman', 'barang', 'yang', 'sampai', 'sesuai', '']","['proses', 'transaksi', 'cepat', 'kurir', 'mengantar', 'aman', 'barang', 'sesuai', '']","['proses', 'transaksi', 'cepat', 'kurir', 'antar', 'aman', 'barang', 'sesuai', '']",proses transaksi cepat kurir antar aman barang sesuai
8 bulan lalu,Miyako AWD 200 Automatic Water Dispenser Pompa Galon Elektrik,terima kasih juragan,1,terima kasih juragan,"['terima', 'kasih', 'juragan']","['terima', 'kasih', 'juragan']","['terima', 'kasih', 'juragan']","['terima', 'kasih', 'juragan']",terima kasih juragan
8 bulan lalu,Miyako AWD 200 Automatic Water Dispenser Pompa Galon Elektrik,"sudah dicoba,  sangat praktis. ",1,sudah dicoba sangat praktis ,"['sudah', 'dicoba', 'sangat', 'praktis', '']","['sudah', 'dicoba', 'sangat', 'praktis', '']","['dicoba', 'praktis', '']","['coba', 'praktis', '']",coba praktis
8 bulan lalu,Miyako AWD 200 Automatic Water Dispenser Pompa Galon Elektrik,"pemrosesan cpt,  brg sesuai,  brg kualitas baik",1,pemrosesan cpt brg sesuai brg kualitas baik,"['pemrosesan', 'cpt', 'brg', 'sesuai', 'brg', 'kualitas', 'baik']","['pemrosesan', 'cepat', 'bareng', 'sesuai', 'bareng', 'kualitas', 'baik']","['pemrosesan', 'cepat', 'bareng', 'sesuai', 'bareng', 'kualitas']","['pemrosesan', 'cepat', 'bareng', 'sesuai', 'bareng', 'kualitas']",pemrosesan cepat bareng sesuai bareng kualitas
8 bulan lalu,Miyako Magic Warmer Plus MCM-508 SBC 1.8 L,"barangnya original,  tapi sampenya telat krna kurir. ",1,barangnya original tapi sampenya telat krna kurir ,"['barangnya', 'original', 'tapi', 'sampenya', 'telat', 'krna', 'kurir', '']","['barangnya', 'original', 'tapi', 'sampenya', 'telat', 'karena', 'kurir', '']","['barangnya', 'sampenya', 'telat', 'kurir', '']","['barang', 'sampenya', 'telat', 'kurir', '']",barang sampenya telat kurir
8 bulan lalu,Miyako AWD 200 Automatic Water Dispenser Pompa Galon Elektrik,produk sesuai pesanan dan berfungsi dengan baik.  pengemasan dan pengiriman jg cepat. ,1,produk sesuai pesanan dan berfungsi dengan baik pengemasan dan pengiriman jg cepat ,"['produk', 'sesuai', 'pesanan', 'dan', 'berfungsi', 'dengan', 'baik', 'pengemasan', 'dan', 'pengiriman', 'jg', 'cepat', '']","['produk', 'sesuai', 'pesanan', 'dan', 'berfungsi', 'dengan', 'baik', 'pengemasan', 'dan', 'pengiriman', 'juga', 'cepat', '']","['produk', 'sesuai', 'pesanan', 'berfungsi', 'pengemasan', 'pengiriman', 'cepat', '']","['produk', 'sesuai', 'pesan', 'fungsi', 'emas', 'kirim', 'cepat', '']",produk sesuai pesan fungsi emas kirim cepat
8 bulan lalu,"Miyako Panci Teflon Magic Com 1.2 Liter MCM 612,MCM 512","oriii mulus mending disini belinya drpd kawe2an
teflon klo kondisi ga bener atau buat asal2an bahaya bgt",1,oriii mulus mending disini belinya drpd kawean teflon klo kondisi ga bener atau buat asalan bahaya bgt,"['oriii', 'mulus', 'mending', 'disini', 'belinya', 'drpd', 'kawean', 'teflon', 'klo', 'kondisi', 'ga', 'bener', 'atau', 'buat', 'asalan', 'bahaya', 'bgt']","['oriii', 'mulus', 'mending', 'disini', 'belinya', 'daripada', 'kawean', 'teflon', 'kalo', 'kondisi', 'enggak', 'benar', 'atau', 'buat', 'asalan', 'bahaya', 'banget']","['oriii', 'mulus', 'belinya', 'kawean', 'teflon', 'kondisi', 'enggak', 'asalan', 'bahaya', 'banget']","['oriii', 'mulus', 'beli', 'kawean', 'teflon', 'kondisi', 'enggak', 'asal', 'bahaya', 'banget']",oriii mulus beli kawean teflon kondisi enggak asal bahaya banget
8 bulan lalu,Miyako Magic Warmer Plus MCM-508 SBC 1.8 L,trmksh,1,trmksh,['trmksh'],['trmksh'],['trmksh'],['trmksh'],trmksh
8 bulan lalu,Miyako Kipas Angin(Wall Fan) KAW-1689 RC,brg oke sesuai spek,1,brg oke sesuai spek,"['brg', 'oke', 'sesuai', 'spek']","['bareng', 'oke', 'sesuai', 'spek']","['bareng', 'oke', 'sesuai', 'spek']","['bareng', 'oke', 'sesuai', 'spek']",bareng oke sesuai spek
8 bulan lalu,Miyako Magic Warmer Plus MCM-508 SBC 1.8 L,"langganan beli disini,  pengirimannya mantap.  👍👍👍",1,langganan beli disini pengirimannya mantap ,"['langganan', 'beli', 'disini', 'pengirimannya', 'mantap', '']","['langganan', 'beli', 'disini', 'pengirimannya', 'mantap', '']","['langganan', 'beli', 'pengirimannya', 'mantap', '']","['langgan', 'beli', 'kirim', 'mantap', '']",langgan beli kirim mantap
8 bulan lalu,Miyako Magic Warmer Plus MCM-606 B 0.63 L,barang sesuai pesanan seller amanah,1,barang sesuai pesanan seller amanah,"['barang', 'sesuai', 'pesanan', 'seller', 'amanah']","['barang', 'sesuai', 'pesanan', 'seller', 'amanah']","['barang', 'sesuai', 'pesanan', 'amanah']","['barang', 'sesuai', 'pesan', 'amanah']",barang sesuai pesan amanah
8 bulan lalu,Miyako Blender Kaca Dry Mill Wet Mill BL-152 GF,"gak semua kaca,  ada yg plastik,  tidak ada info hal tsb",0,gak semua kaca ada yg plastik tidak ada info hal tsb,"['gak', 'semua', 'kaca', 'ada', 'yg', 'plastik', 'tidak', 'ada', 'info', 'hal', 'tsb']","['enggak', 'semua', 'kaca', 'ada', 'yang', 'plastik', 'tidak', 'ada', 'info', 'hal', 'tersebut']","['enggak', 'kaca', 'plastik', 'tidak', 'info']","['enggak', 'kaca', 'plastik', 'tidak', 'info']",enggak kaca plastik tidak info
8 bulan lalu,Miyako Magic Warmer Plus MCM-606 B 0.63 L,"tutupnya susah dibuka,  pencetat tutupnya mesti ditekan lebih dalam supaya bisa terbuka. ",0,tutupnya susah dibuka pencetat tutupnya mesti ditekan lebih dalam supaya bisa terbuka ,"['tutupnya', 'susah', 'dibuka', 'pencetat', 'tutupnya', 'mesti', 'ditekan', 'lebih', 'dalam', 'supaya', 'bisa', 'terbuka', '']","['tutupnya', 'susah', 'dibuka', 'pencetat', 'tutupnya', 'mesti', 'ditekan', 'lebih', 'dalam', 'supaya', 'bisa', 'terbuka', '']","['tutupnya', 'susah', 'dibuka', 'pencetat', 'tutupnya', 'mesti', 'ditekan', 'terbuka', '']","['tutup', 'susah', 'buka', 'pencetat', 'tutup', 'mesti', 'tekan', 'buka', '']",tutup susah buka pencetat tutup mesti tekan buka
8 bulan lalu,Miyako Magic Warmer Plus MCM-508 SBC 1.8 L,"terimakasih barang sudah sampai,  cuman penyok kayak nya dari expedisi,  untuk packing kurang engga safety",1,terimakasih barang sudah sampai cuman penyok kayak nya dari expedisi untuk packing kurang engga safety,"['terimakasih', 'barang', 'sudah', 'sampai', 'cuman', 'penyok', 'kayak', 'nya', 'dari', 'expedisi', 'untuk', 'packing', 'kurang', 'engga', 'safety']","['terimakasih', 'barang', 'sudah', 'sampai', 'cuman', 'penyok', 'kayak', 'nya', 'dari', 'expedisi', 'untuk', 'packing', 'kurang', 'enggak', 'safety']","['terimakasih', 'barang', 'cuman', 'penyok', 'nya', 'expedisi', 'packing', 'enggak']","['terimakasih', 'barang', 'cuman', 'penyok', 'nya', 'expedisi', 'packing', 'enggak']",terimakasih barang cuman penyok nya expedisi packing enggak
8 bulan lalu,Miyako Hair Dryer HD-550 B,"untuk material bagus,  fungsi bagus,  hanya saja tombolnya keras untuk perpindahan dari 0, 1, 2, 3 percepatannya,  riskan untuk patah kalau leras seperti itu",1,untuk material bagus fungsi bagus hanya saja tombolnya keras untuk perpindahan dari percepatannya riskan untuk patah kalau leras seperti itu,"['untuk', 'material', 'bagus', 'fungsi', 'bagus', 'hanya', 'saja', 'tombolnya', 'keras', 'untuk', 'perpindahan', 'dari', 'percepatannya', 'riskan', 'untuk', 'patah', 'kalau', 'leras', 'seperti', 'itu']","['untuk', 'material', 'bagus', 'fungsi', 'bagus', 'hanya', 'saja', 'tombolnya', 'keras', 'untuk', 'perpindahan', 'dari', 'percepatannya', 'riskan', 'untuk', 'patah', 'kalau', 'leras', 'seperti', 'itu']","['bagus', 'fungsi', 'bagus', 'tombolnya', 'keras', 'perpindahan', 'percepatannya', 'riskan', 'patah', 'leras']","['bagus', 'fungsi', 'bagus', 'tombol', 'keras', 'pindah', 'cepat', 'riskan', 'patah', 'las']",bagus fungsi bagus tombol keras pindah cepat riskan patah las
8 bulan lalu,Miyako Setrika EI-1000 M,barang sudah sampai dengan baik dan cepat,1,barang sudah sampai dengan baik dan cepat,"['barang', 'sudah', 'sampai', 'dengan', 'baik', 'dan', 'cepat']","['barang', 'sudah', 'sampai', 'dengan', 'baik', 'dan', 'cepat']","['barang', 'cepat']","['barang', 'cepat']",barang cepat
8 bulan lalu,Miyako AWD 200 Automatic Water Dispenser Pompa Galon Elektrik,semuanya aman.  bagus banget. ,1,semuanya aman bagus banget ,"['semuanya', 'aman', 'bagus', 'banget', '']","['semuanya', 'aman', 'bagus', 'banget', '']","['aman', 'bagus', 'banget', '']","['aman', 'bagus', 'banget', '']",aman bagus banget
8 bulan lalu,Miyako Magic Warmer Plus MCM-528 1.8 L,"barang nyampe dengan selamat,  dicek barang keadaan gak ada cacat dan berfungsi baik",1,barang nyampe dengan selamat dicek barang keadaan gak ada cacat dan berfungsi baik,"['barang', 'nyampe', 'dengan', 'selamat', 'dicek', 'barang', 'keadaan', 'gak', 'ada', 'cacat', 'dan', 'berfungsi', 'baik']","['barang', 'sampai', 'dengan', 'selamat', 'dicek', 'barang', 'keadaan', 'enggak', 'ada', 'cacat', 'dan', 'berfungsi', 'baik']","['barang', 'selamat', 'dicek', 'barang', 'enggak', 'cacat', 'berfungsi']","['barang', 'selamat', 'cek', 'barang', 'enggak', 'cacat', 'fungsi']",barang selamat cek barang enggak cacat fungsi
8 bulan lalu,Miyako Kipas Angin(Desk Fan/Wall Fan) KAD-1227 B,mantap barang bagusm.  semoga awet,1,mantap barang bagusm semoga awet,"['mantap', 'barang', 'bagusm', 'semoga', 'awet']","['mantap', 'barang', 'bagusm', 'semoga', 'awet']","['mantap', 'barang', 'bagusm', 'semoga', 'awet']","['mantap', 'barang', 'bagusm', 'moga', 'awet']",mantap barang bagusm moga awet
8 bulan lalu,Miyako Magic Warmer Plus MCM-508 SBC 1.8 L,"barang sesuai,  berfungsi dengan baik",1,barang sesuai berfungsi dengan baik,"['barang', 'sesuai', 'berfungsi', 'dengan', 'baik']","['barang', 'sesuai', 'berfungsi', 'dengan', 'baik']","['barang', 'sesuai', 'berfungsi']","['barang', 'sesuai', 'fungsi']",barang sesuai fungsi
8 bulan lalu,Miyako Rice Cooker PSG-607 0.63 L,pengiriman cepat barang bagus ok trimaksh seller and tokopedia,1,pengiriman cepat barang bagus ok trimaksh seller and tokopedia,"['pengiriman', 'cepat', 'barang', 'bagus', 'ok', 'trimaksh', 'seller', 'and', 'tokopedia']","['pengiriman', 'cepat', 'barang', 'bagus', 'ok', 'trimaksh', 'seller', 'and', 'tokopedia']","['pengiriman', 'cepat', 'barang', 'bagus', 'ok', 'trimaksh', 'tokopedia']","['kirim', 'cepat', 'barang', 'bagus', 'ok', 'trimaksh', 'tokopedia']",kirim cepat barang bagus ok trimaksh tokopedia
8 bulan lalu,"Miyako Panci Teflon Magic Com 0.6 Liter MCM 606,PSG 607,MCM 609",asli miyako 👍,1,asli miyako ,"['asli', 'miyako', '']","['asli', 'miyako', '']","['asli', 'miyako', '']","['asli', 'miyako', '']",asli miyako
8 bulan lalu,Miyako Magic Warmer Plus MCM-508 SBC 1.8 L,"barang bagus,  ori,  cakep.  pengiriman bagus juga.  makasih",1,barang bagus ori cakep pengiriman bagus juga makasih,"['barang', 'bagus', 'ori', 'cakep', 'pengiriman', 'bagus', 'juga', 'makasih']","['barang', 'bagus', 'orisinal', 'cakep', 'pengiriman', 'bagus', 'juga', 'terima kasih']","['barang', 'bagus', 'orisinal', 'cakep', 'pengiriman', 'bagus', 'terima kasih']","['barang', 'bagus', 'orisinal', 'cakep', 'kirim', 'bagus', 'terima kasih']",barang bagus orisinal cakep kirim bagus terima kasih
8 bulan lalu,Miyako Magic Warmer Plus MCM-606 B 0.63 L,"pengiriman ekspres banget padahal lagi 6. 6.  ngga ada sehari langsung sampai.  order jam 11 siang,  diterima sekitar abis isya,  daerah jaksel",1,pengiriman ekspres banget padahal lagi ngga ada sehari langsung sampai order jam siang diterima sekitar abis isya daerah jaksel,"['pengiriman', 'ekspres', 'banget', 'padahal', 'lagi', 'ngga', 'ada', 'sehari', 'langsung', 'sampai', 'order', 'jam', 'siang', 'diterima', 'sekitar', 'abis', 'isya', 'daerah', 'jaksel']","['pengiriman', 'ekspres', 'banget', 'padahal', 'lagi', 'enggak', 'ada', 'sehari', 'langsung', 'sampai', 'order', 'jam', 'siang', 'diterima', 'sekitar', 'habis', 'isya', 'daerah', 'jaksel']","['pengiriman', 'ekspres', 'banget', 'enggak', 'sehari', 'langsung', 'siang', 'diterima', 'habis', 'isya', 'daerah', 'jaksel']","['kirim', 'ekspres', 'banget', 'enggak', 'hari', 'langsung', 'siang', 'terima', 'habis', 'isya', 'daerah', 'jaksel']",kirim ekspres banget enggak hari langsung siang terima habis isya daerah jaksel
8 bulan lalu,"Miyako Panci Teflon Magic Com 0.6 Liter MCM 606,PSG 607,MCM 609",paket sudah ditrima dalam kondisi baik.  barang sesuai pesanan dan sudah bisa dipakai dengan hasil memuaskan.  produk sama sesuai/ original dengan barang yg akan digantikan. . .  ,1,paket sudah ditrima dalam kondisi baik barang sesuai pesanan dan sudah bisa dipakai dengan hasil memuaskan produk sama sesuai original dengan barang yg akan digantikan ,"['paket', 'sudah', 'ditrima', 'dalam', 'kondisi', 'baik', 'barang', 'sesuai', 'pesanan', 'dan', 'sudah', 'bisa', 'dipakai', 'dengan', 'hasil', 'memuaskan', 'produk', 'sama', 'sesuai', 'original', 'dengan', 'barang', 'yg', 'akan', 'digantikan', '']","['paket', 'sudah', 'ditrima', 'dalam', 'kondisi', 'baik', 'barang', 'sesuai', 'pesanan', 'dan', 'sudah', 'bisa', 'dipakai', 'dengan', 'hasil', 'memuaskan', 'produk', 'sama', 'sesuai', 'original', 'dengan', 'barang', 'yang', 'akan', 'digantikan', '']","['paket', 'ditrima', 'kondisi', 'barang', 'sesuai', 'pesanan', 'dipakai', 'hasil', 'memuaskan', 'produk', 'sesuai', 'barang', 'digantikan', '']","['paket', 'ditrima', 'kondisi', 'barang', 'sesuai', 'pesan', 'pakai', 'hasil', 'muas', 'produk', 'sesuai', 'barang', 'ganti', '']",paket ditrima kondisi barang sesuai pesan pakai hasil muas produk sesuai barang ganti
