Tanggal,Produk,Rating,Label,Ulasan,Cleaning,Tokenizing,Normalisasi,Stopword,Stemming,text
6 bulan lalu,Maspion Box Fan 12 Inch JF-2101 T,bintang 5,1,"barang original ukuran sesuai,  kaget awal nya ga nyala nunggu berapa detik baru nyala,  semoga awet",barang original ukuran sesuai kaget awal nya ga nyala nunggu berapa detik baru nyala semoga awet,"['barang', 'original', 'ukuran', 'sesuai', 'kaget', 'awal', 'nya', 'ga', 'nyala', 'nunggu', 'berapa', 'detik', 'baru', 'nyala', 'semoga', 'awet']","['barang', 'original', 'ukuran', 'sesuai', 'kaget', 'awal', 'nya', 'enggak', 'nyala', 'menunggu', 'berapa', 'detik', 'baru', 'nyala', 'semoenggak', 'awet']","['barang', 'ukuran', 'sesuai', 'kaget', 'nya', 'enggak', 'nyala', 'menunggu', 'detik', 'nyala', 'semoenggak', 'awet']","['barang', 'ukur', 'sesuai', 'kaget', 'nya', 'enggak', 'nyala', 'tunggu', 'detik', 'nyala', 'semoenggak', 'awet']",barang ukur sesuai kaget nya enggak nyala tunggu detik nyala semoenggak awet
6 bulan lalu,Maspion new prisma set - peralatan masak anti lengket,bintang 5,1,produk original ukuran produk sesuai kualitas produk bagus material produk bagus,produk original ukuran produk sesuai kualitas produk bagus material produk bagus,"['produk', 'original', 'ukuran', 'produk', 'sesuai', 'kualitas', 'produk', 'bagus', 'material', 'produk', 'bagus']","['produk', 'original', 'ukuran', 'produk', 'sesuai', 'kualitas', 'produk', 'bagus', 'material', 'produk', 'bagus']","['produk', 'ukuran', 'produk', 'sesuai', 'kualitas', 'produk', 'bagus', 'produk', 'bagus']","['produk', 'ukur', 'produk', 'sesuai', 'kualitas', 'produk', 'bagus', 'produk', 'bagus']",produk ukur produk sesuai kualitas produk bagus produk bagus
6 bulan lalu,Maspion Wajan Princess set 30cm + frypan 22cm - Free Spatula,bintang 4,1,material produk bagus kualitas produk bagus sayang spatula nya pelastik,material produk bagus kualitas produk bagus sayang spatula nya pelastik,"['material', 'produk', 'bagus', 'kualitas', 'produk', 'bagus', 'sayang', 'spatula', 'nya', 'pelastik']","['material', 'produk', 'bagus', 'kualitas', 'produk', 'bagus', 'sayang', 'spatula', 'nya', 'plastik']","['produk', 'bagus', 'kualitas', 'produk', 'bagus', 'sayang', 'nya', 'plastik']","['produk', 'bagus', 'kualitas', 'produk', 'bagus', 'sayang', 'nya', 'plastik']",produk bagus kualitas produk bagus sayang nya plastik
6 bulan lalu,Maspion Dispenser Portable MD-19 PAS,bintang 5,1,"mantab barangy bagus sesuai dengan pesanan,  trims kk 👍🏻",mantab barangy bagus sesuai dengan pesanan trims kk,"['mantab', 'barangy', 'bagus', 'sesuai', 'dengan', 'pesanan', 'trims', 'kk']","['mantab', 'barangy', 'bagus', 'sesuai', 'dengan', 'pesanan', 'terima kasih', 'kakak']","['mantab', 'barangy', 'bagus', 'sesuai', 'pesanan', 'terima kasih', 'kakak']","['mantab', 'barangy', 'bagus', 'sesuai', 'pesan', 'terima kasih', 'kakak']",mantab barangy bagus sesuai pesan terima kasih kakak
6 bulan lalu,Maspion Wall Cabinet / Kotak Obat MC 11,bintang 5,1,produk berkualitas,produk berkualitas,"['produk', 'berkualitas']","['produk', 'berkualitas']","['produk', 'berkualitas']","['produk', 'kualitas']",produk kualitas
6 bulan lalu,Maspion Multi Elektrik cooker MEC 1750,bintang 5,1,berfungsi baikkk,berfungsi baikkk,"['berfungsi', 'baikkk']","['berfungsi', 'baikkk']","['berfungsi', 'baikkk']","['fungsi', 'baikkk']",fungsi baikkk
6 bulan lalu,Maspion Stand Fan 16 Inch F - 412 S,bintang 5,1,barang mantap.  kirimnya cepet.  anginnya kenceng.  semoga awet,barang mantap kirimnya cepet anginnya kenceng semoga awet,"['barang', 'mantap', 'kirimnya', 'cepet', 'anginnya', 'kenceng', 'semoga', 'awet']","['barang', 'mantap', 'kirimnya', 'cepat', 'anginnya', 'kencang', 'semoga', 'awet']","['barang', 'mantap', 'kirimnya', 'cepat', 'anginnya', 'kencang', 'semoga', 'awet']","['barang', 'mantap', 'kirim', 'cepat', 'angin', 'kencang', 'moga', 'awet']",barang mantap kirim cepat angin kencang moga awet
6 bulan lalu,Maspion Hand Sprayer 8 Liter,bintang 5,1,"produk original. . . 
harga murah. . . . 

thanks seller",produk original harga murah thanks seller,"['produk', 'original', 'harga', 'murah', 'thanks', 'seller']","['produk', 'original', 'harga', 'murah', 'thanks', 'seller']","['produk', 'harga', 'murah']","['produk', 'harga', 'murah']",produk harga murah
6 bulan lalu,Maspion Setrika HA - 110,bintang 5,1,cepat panas,cepat panas,"['cepat', 'panas']","['cepat', 'panas']","['cepat', 'panas']","['cepat', 'panas']",cepat panas
6 bulan lalu,MASPION MAGIC COM RICE COOKER MRJ 0623 BSSS (0.6L),bintang 5,1,bagus.  sesuai deskripsi.  pengiriman aman.  packing super safety.  rekomen bgt buat km anak kosan yg butuh barang bagus tp terjangkau.  mudah2an awet. ,bagus sesuai deskripsi pengiriman aman packing super safety rekomen bgt buat km anak kosan yg butuh barang bagus tp terjangkau mudahan awet,"['bagus', 'sesuai', 'deskripsi', 'pengiriman', 'aman', 'packing', 'super', 'safety', 'rekomen', 'bgt', 'buat', 'km', 'anak', 'kosan', 'yg', 'butuh', 'barang', 'bagus', 'tp', 'terjangkau', 'mudahan', 'awet']","['bagus', 'sesuai', 'deskripsi', 'pengiriman', 'aman', 'packing', 'super', 'safety', 'rekomen', 'banget', 'buat', 'kamu', 'anak', 'kosan', 'yang', 'butuh', 'barang', 'bagus', 'tapi', 'terjangkau', 'mudahan', 'awet']","['bagus', 'sesuai', 'deskripsi', 'pengiriman', 'aman', 'packing', 'rekomen', 'banget', 'anak', 'kosan', 'butuh', 'barang', 'bagus', 'terjangkau', 'mudahan', 'awet']","['bagus', 'sesuai', 'deskripsi', 'kirim', 'aman', 'packing', 'rekomen', 'banget', 'anak', 'kosan', 'butuh', 'barang', 'bagus', 'jangkau', 'mudah', 'awet']",bagus sesuai deskripsi kirim aman packing rekomen banget anak kosan butuh barang bagus jangkau mudah awet
6 bulan lalu,Maspion Box Fan 14 Inch JF-1403,bintang 5,1,"lumayan besar,  beli yg ke 3 buat hadiah sodara pindahan rumah",lumayan besar beli yg ke buat hadiah sodara pindahan rumah,"['lumayan', 'besar', 'beli', 'yg', 'ke', 'buat', 'hadiah', 'sodara', 'pindahan', 'rumah']","['lumayan', 'besar', 'beli', 'yang', 'ke', 'buat', 'hadiah', 'sodara', 'pindahan', 'rumah']","['lumayan', 'beli', 'hadiah', 'sodara', 'pindahan', 'rumah']","['lumayan', 'beli', 'hadiah', 'sodara', 'pindah', 'rumah']",lumayan beli hadiah sodara pindah rumah
6 bulan lalu,Maspion Toples Seal Pack Max Plus Kapasitas 600ml,bintang 5,1,"bagus bahan y,  dgn hrga murah meriah ini sich keren bngt. .  sy pakai cocok y buat bawa sepotong ikan mas,  krn klw 1 ekor engga muat.  lebih cocok buat porsi 2 telor balado. . . .  ",bagus bahan dgn hrga murah meriah ini sich keren bngt sy pakai cocok buat bawa sepotong ikan mas krn klw ekor engga muat lebih cocok buat porsi telor balado,"['bagus', 'bahan', 'dgn', 'hrga', 'murah', 'meriah', 'ini', 'sich', 'keren', 'bngt', 'sy', 'pakai', 'cocok', 'buat', 'bawa', 'sepotong', 'ikan', 'mas', 'krn', 'klw', 'ekor', 'engga', 'muat', 'lebih', 'cocok', 'buat', 'porsi', 'telor', 'balado']","['bagus', 'bahan', 'dengan', 'hrga', 'murah', 'meriah', 'ini', 'sih', 'keren', 'banget', 'saya', 'pakai', 'cocok', 'buat', 'bawa', 'sepotong', 'ikan', 'mas', 'karena', 'kalau', 'ekor', 'enggak', 'muat', 'lebih', 'cocok', 'buat', 'porsi', 'telor', 'balado']","['bagus', 'hrga', 'murah', 'sih', 'keren', 'banget', 'pakai', 'cocok', 'bawa', 'sepotong', 'ikan', 'ekor', 'enggak', 'muat', 'cocok', 'porsi', 'telor', 'balado']","['bagus', 'hrga', 'murah', 'sih', 'keren', 'banget', 'pakai', 'cocok', 'bawa', 'potong', 'ikan', 'ekor', 'enggak', 'muat', 'cocok', 'porsi', 'telor', 'balado']",bagus hrga murah sih keren banget pakai cocok bawa potong ikan ekor enggak muat cocok porsi telor balado
6 bulan lalu,Maspion Setrika EX-1010 Blackberry (Hitam),bintang 5,1,barang sampai dengan selamat.  lumayan kecil utk ukuran seterika dan panasnya menurut saya kurang padahal sudah disetting panas paling maximal.  ada harga ada kualitas.  heh. . .  ,barang sampai dengan selamat lumayan kecil utk ukuran seterika dan panasnya menurut saya kurang padahal sudah disetting panas paling maximal ada harga ada kualitas heh,"['barang', 'sampai', 'dengan', 'selamat', 'lumayan', 'kecil', 'utk', 'ukuran', 'seterika', 'dan', 'panasnya', 'menurut', 'saya', 'kurang', 'padahal', 'sudah', 'disetting', 'panas', 'paling', 'maximal', 'ada', 'harga', 'ada', 'kualitas', 'heh']","['barang', 'sampai', 'dengan', 'selamat', 'lumayan', 'kecil', 'untuk', 'ukuran', 'seterika', 'dan', 'panasnya', 'menurut', 'saya', 'kurang', 'padahal', 'sudah', 'disetting', 'panas', 'paling', 'maximal', 'ada', 'harga', 'ada', 'kualitas', 'heh']","['barang', 'selamat', 'lumayan', 'ukuran', 'seterika', 'panasnya', 'disetting', 'panas', 'harga', 'kualitas', 'heh']","['barang', 'selamat', 'lumayan', 'ukur', 'terika', 'panas', 'disetting', 'panas', 'harga', 'kualitas', 'heh']",barang selamat lumayan ukur terika panas disetting panas harga kualitas heh
7 bulan lalu,Maspion Setrika EX1000,bintang 4,1,"produk berfungsi,  tapi bagian penyangga belakang patah.  mungkin karena kemasan tidak aman atau kurir nya main lempar ke teras rumah. ",produk berfungsi tapi bagian penyangga belakang patah mungkin karena kemasan tidak aman atau kurir nya main lempar ke teras rumah,"['produk', 'berfungsi', 'tapi', 'bagian', 'penyangga', 'belakang', 'patah', 'mungkin', 'karena', 'kemasan', 'tidak', 'aman', 'atau', 'kurir', 'nya', 'main', 'lempar', 'ke', 'teras', 'rumah']","['produk', 'berfungsi', 'tapi', 'bagian', 'penyangga', 'belakang', 'patah', 'mungkin', 'karena', 'kemasan', 'tidak', 'aman', 'atau', 'kurir', 'nya', 'main', 'lempar', 'ke', 'teras', 'rumah']","['produk', 'berfungsi', 'penyangga', 'patah', 'kemasan', 'tidak', 'aman', 'kurir', 'nya', 'lempar', 'rumah']","['produk', 'fungsi', 'sangga', 'patah', 'kemas', 'tidak', 'aman', 'kurir', 'nya', 'lempar', 'rumah']",produk fungsi sangga patah kemas tidak aman kurir nya lempar rumah
7 bulan lalu,Maspion Hand Mixer MT - 1150,bintang 5,1,pelayanannya ok dan packingnya rapih sehingga aman. ,pelayanannya ok dan packingnya rapih sehingga aman,"['pelayanannya', 'ok', 'dan', 'packingnya', 'rapih', 'sehingga', 'aman']","['pelayanannya', 'ok', 'dan', 'packingnya', 'rapi', 'sehingga', 'aman']","['pelayanannya', 'ok', 'packingnya', 'rapi', 'aman']","['layan', 'ok', 'packingnya', 'rapi', 'aman']",layan ok packingnya rapi aman
7 bulan lalu,Maspion Exhaust Fan MV-250 NEX,bintang 5,1,"packing rapi
pengiriman cepat
semoga awet",packing rapi pengiriman cepat semoga awet,"['packing', 'rapi', 'pengiriman', 'cepat', 'semoga', 'awet']","['packing', 'rapi', 'pengiriman', 'cepat', 'semoga', 'awet']","['packing', 'rapi', 'pengiriman', 'cepat', 'semoga', 'awet']","['packing', 'rapi', 'kirim', 'cepat', 'moga', 'awet']",packing rapi kirim cepat moga awet
7 bulan lalu,"Maspion Ceiling Exhaust Fan 10"" CEF - 25",bintang 5,1,"packing rapi
pengiriman cepat
semoga barangnya awet",packing rapi pengiriman cepat semoga barangnya awet,"['packing', 'rapi', 'pengiriman', 'cepat', 'semoga', 'barangnya', 'awet']","['packing', 'rapi', 'pengiriman', 'cepat', 'semoga', 'barangnya', 'awet']","['packing', 'rapi', 'pengiriman', 'cepat', 'semoga', 'barangnya', 'awet']","['packing', 'rapi', 'kirim', 'cepat', 'moga', 'barang', 'awet']",packing rapi kirim cepat moga barang awet
7 bulan lalu,Maspion Dispenser Portable MD-19 PAS,bintang 5,1,"thanks barang sudah datang. . . 
review seller: seller ramah,  responsif dan informatif saat diskusi. 
review proses: proses cepat dan pengiriman sesuai pilihan ekspedisi. 
rev. . .  ",thanks barang sudah datang review seller seller ramah responsif dan informatif saat diskusi review proses proses cepat dan pengiriman sesuai pilihan ekspedisi rev,"['thanks', 'barang', 'sudah', 'datang', 'review', 'seller', 'seller', 'ramah', 'responsif', 'dan', 'informatif', 'saat', 'diskusi', 'review', 'proses', 'proses', 'cepat', 'dan', 'pengiriman', 'sesuai', 'pilihan', 'ekspedisi', 'rev']","['thanks', 'barang', 'sudah', 'datang', 'review', 'seller', 'seller', 'ramah', 'responsif', 'dan', 'informatif', 'saat', 'diskusi', 'review', 'proses', 'proses', 'cepat', 'dan', 'pengiriman', 'sesuai', 'pilihan', 'ekspedisi', 'rev']","['barang', 'ramah', 'responsif', 'informatif', 'diskusi', 'proses', 'proses', 'cepat', 'pengiriman', 'sesuai', 'pilihan', 'ekspedisi']","['barang', 'ramah', 'responsif', 'informatif', 'diskusi', 'proses', 'proses', 'cepat', 'kirim', 'sesuai', 'pilih', 'ekspedisi']",barang ramah responsif informatif diskusi proses proses cepat kirim sesuai pilih ekspedisi
7 bulan lalu,Maspion Stand Fan 16 Inch F - 412 S,bintang 5,1,"barang aman,  packaging standar (bubble wrapnya sedikit),  pengirimannya lama sampe 4 harian padahal sama2 di jkt,  kekuatan kipas ga diragukan buatan maspion,  thanks seller",barang aman packaging standar bubble wrapnya sedikit pengirimannya lama sampe harian padahal sama di jkt kekuatan kipas ga diragukan buatan maspion thanks seller,"['barang', 'aman', 'packaging', 'standar', 'bubble', 'wrapnya', 'sedikit', 'pengirimannya', 'lama', 'sampe', 'harian', 'padahal', 'sama', 'di', 'jkt', 'kekuatan', 'kipas', 'ga', 'diragukan', 'buatan', 'maspion', 'thanks', 'seller']","['barang', 'aman', 'packaging', 'standar', 'bubble', 'wrapnya', 'sedikit', 'pengirimannya', 'lama', 'sampai', 'harian', 'padahal', 'sama', 'di', 'jakarta', 'kekuatan', 'kipas', 'enggak', 'diragukan', 'buatan', 'maspion', 'thanks', 'seller']","['barang', 'aman', 'packaging', 'standar', 'wrapnya', 'pengirimannya', 'harian', 'jakarta', 'kekuatan', 'kipas', 'enggak', 'diragukan', 'buatan', 'maspion']","['barang', 'aman', 'packaging', 'standar', 'wrapnya', 'kirim', 'hari', 'jakarta', 'kuat', 'kipas', 'enggak', 'ragu', 'buat', 'maspion']",barang aman packaging standar wrapnya kirim hari jakarta kuat kipas enggak ragu buat maspion
7 bulan lalu,Maspion Panci Raiya 20Dh - Panci Alumunium,bintang 5,1,sepertinya bakal awet krn aluminium nya tebal dan kokoh.   material produk bagus ukuran produk sesuai,sepertinya bakal awet krn aluminium nya tebal dan kokoh material produk bagus ukuran produk sesuai,"['sepertinya', 'bakal', 'awet', 'krn', 'aluminium', 'nya', 'tebal', 'dan', 'kokoh', 'material', 'produk', 'bagus', 'ukuran', 'produk', 'sesuai']","['sepertinya', 'bakal', 'awet', 'karena', 'aluminium', 'nya', 'tebal', 'dan', 'kokoh', 'material', 'produk', 'bagus', 'ukuran', 'produk', 'sesuai']","['awet', 'nya', 'tebal', 'kokoh', 'produk', 'bagus', 'ukuran', 'produk', 'sesuai']","['awet', 'nya', 'tebal', 'kokoh', 'produk', 'bagus', 'ukur', 'produk', 'sesuai']",awet nya tebal kokoh produk bagus ukur produk sesuai
7 bulan lalu,Maspion Dispenser Portable MD-15 PAS,bintang 5,1,bagus banget keren kokoh,bagus banget keren kokoh,"['bagus', 'banget', 'keren', 'kokoh']","['bagus', 'banget', 'keren', 'kokoh']","['bagus', 'banget', 'keren', 'kokoh']","['bagus', 'banget', 'keren', 'kokoh']",bagus banget keren kokoh
7 bulan lalu,Maspion Tatakan Tabung Gas Elpiji Serbaguna Plus Tali,bintang 5,1,"barang baik,  harga terjangkau,  pengiriman cepat,  tiba sesuai estimasi,  packing aman",barang baik harga terjangkau pengiriman cepat tiba sesuai estimasi packing aman,"['barang', 'baik', 'harga', 'terjangkau', 'pengiriman', 'cepat', 'tiba', 'sesuai', 'estimasi', 'packing', 'aman']","['barang', 'baik', 'harga', 'terjangkau', 'pengiriman', 'cepat', 'tiba', 'sesuai', 'estimasi', 'packing', 'aman']","['barang', 'harga', 'terjangkau', 'pengiriman', 'cepat', 'sesuai', 'estimasi', 'packing', 'aman']","['barang', 'harga', 'jangkau', 'kirim', 'cepat', 'sesuai', 'estimasi', 'packing', 'aman']",barang harga jangkau kirim cepat sesuai estimasi packing aman
Hari ini,Miyako AWD 200 Automatic Water Dispenser Pompa Galon Elektrik,bintang 5,1,"pengirimannya cepat dan sesuai,  packing cm bubble wrap aja 1 lapis jadi kotak agak peot,  pompanya bisa berfungsi dengan aman walaupun uda di cas berkali2 ga ada masalah. . . .  ",pengirimannya cepat dan sesuai packing cm bubble wrap aja lapis jadi kotak agak peot pompanya bisa berfungsi dengan aman walaupun uda di cas berkali ga ada masalah,"['pengirimannya', 'cepat', 'dan', 'sesuai', 'packing', 'cm', 'bubble', 'wrap', 'aja', 'lapis', 'jadi', 'kotak', 'agak', 'peot', 'pompanya', 'bisa', 'berfungsi', 'dengan', 'aman', 'walaupun', 'uda', 'di', 'cas', 'berkali', 'ga', 'ada', 'masalah']","['pengirimannya', 'cepat', 'dan', 'sesuai', 'packing', 'cuma', 'bubble', 'wrap', 'saja', 'lapis', 'jadi', 'kotak', 'aenggakk', 'peot', 'pompanya', 'bisa', 'berfungsi', 'denenggakn', 'aman', 'walaupun', 'sudah', 'di', 'cas', 'berkali', 'enggak', 'ada', 'masalah']","['pengirimannya', 'cepat', 'sesuai', 'packing', 'lapis', 'kotak', 'aenggakk', 'peot', 'pompanya', 'berfungsi', 'denenggakn', 'aman', 'cas', 'berkali', 'enggak']","['kirim', 'cepat', 'sesuai', 'packing', 'lapis', 'kotak', 'aenggakk', 'peot', 'pompa', 'fungsi', 'denenggakn', 'aman', 'cas', 'kali', 'enggak']",kirim cepat sesuai packing lapis kotak aenggakk peot pompa fungsi denenggakn aman cas kali enggak
Hari ini,Miyako Kipas Angin(Stand Fan/Desk Fan/Wall Fan) TJR-101,bintang 1,0,terlalu brisik walaupun speed paling kecil.  qualitas miyako sudah turun dari seblumnya,terlalu brisik walaupun speed paling kecil qualitas miyako sudah turun dari seblumnya,"['terlalu', 'brisik', 'walaupun', 'speed', 'paling', 'kecil', 'qualitas', 'miyako', 'sudah', 'turun', 'dari', 'seblumnya']","['terlalu', 'brisik', 'walaupun', 'speed', 'paling', 'kecil', 'qualitas', 'miyako', 'sudah', 'turun', 'dari', 'seblumnya']","['brisik', 'qualitas', 'miyako', 'turun', 'seblumnya']","['brisik', 'qualitas', 'miyako', 'turun', 'seblumnya']",brisik qualitas miyako turun seblumnya
1 hari lalu,Miyako Magic Warmer Plus MCM-508 SBC 1.8 L,bintang 5,1,mantaap surantap,mantaap surantap,"['mantaap', 'surantap']","['mantap', 'surantap']","['mantap', 'surantap']","['mantap', 'surantap']",mantap surantap
1 hari lalu,Miyako Magic Warmer Plus MCM-606 B 0.63 L,bintang 5,1,"barang sesuai,  belom dicoba,  mudah² an tidak ada masalah,  aman saat digunakan.  thx",barang sesuai belom dicoba mudah an tidak ada masalah aman saat digunakan thx,"['barang', 'sesuai', 'belom', 'dicoba', 'mudah', 'an', 'tidak', 'ada', 'masalah', 'aman', 'saat', 'digunakan', 'thx']","['barang', 'sesuai', 'belum', 'dicoba', 'mudah', 'an', 'tidak', 'ada', 'masalah', 'aman', 'saat', 'digunakan', 'thx']","['barang', 'sesuai', 'dicoba', 'mudah', 'tidak', 'aman', 'thx']","['barang', 'sesuai', 'coba', 'mudah', 'tidak', 'aman', 'thx']",barang sesuai coba mudah tidak aman thx
1 hari lalu,Miyako AWD 200 Automatic Water Dispenser Pompa Galon Elektrik,bintang 5,1,"pengiriman sesuai,  packaging kurang rapi dan kardusnya penyok,  untung barang tidak ada masalah",pengiriman sesuai packaging kurang rapi dan kardusnya penyok untung barang tidak ada masalah,"['pengiriman', 'sesuai', 'packaging', 'kurang', 'rapi', 'dan', 'kardusnya', 'penyok', 'untung', 'barang', 'tidak', 'ada', 'masalah']","['pengiriman', 'sesuai', 'packaging', 'kurang', 'rapi', 'dan', 'kardusnya', 'penyok', 'untung', 'barang', 'tidak', 'ada', 'masalah']","['pengiriman', 'sesuai', 'packaging', 'rapi', 'kardusnya', 'penyok', 'untung', 'barang', 'tidak']","['kirim', 'sesuai', 'packaging', 'rapi', 'kardus', 'penyok', 'untung', 'barang', 'tidak']",kirim sesuai packaging rapi kardus penyok untung barang tidak
1 hari lalu,Miyako Kipas Angin(Stand Fan/Desk Fan/Wall Fan) TJR-101,bintang 5,1,"barang original miyako punya , pemasangan gampang dan bergaransi juga 
aaaah mantaaaaap men👍",barang original miyako punya pemasangan gampang dan bergaransi juga aaaah mantaaaaap men,"['barang', 'original', 'miyako', 'punya', 'pemasangan', 'gampang', 'dan', 'bergaransi', 'juga', 'aaaah', 'mantaaaaap', 'men']","['barang', 'original', 'miyako', 'punya', 'pemasangan', 'gampang', 'dan', 'bergaransi', 'juga', 'aaaah', 'mantaaaaap', 'men']","['barang', 'miyako', 'pemasangan', 'gampang', 'bergaransi', 'aaaah', 'mantaaaaap']","['barang', 'miyako', 'pasang', 'gampang', 'garansi', 'aaaah', 'mantaaaaap']",barang miyako pasang gampang garansi aaaah mantaaaaap
