Tanggal,Produk,Ulasan,Cleaning,Tokenizing,Normalisasi
4 bulan lalu,MASPION MAGIC COM RICE COOKER MRJ 0623 BSSS (0.6L),"produk berfungsi dengan baik,  proses pengirimannya juga cepat.  sayangnya utk lempengan besi bagian atas ditutup tidak bisa dibuka pasang,  jd hanya bs dilap saja",produk berfungsi dengan baik proses pengirimannya juga cepat sayangnya utk lempengan besi bagian atas ditutup tidak bisa dibuka pasang jd hanya bs dilap saja,"['produk', 'berfungsi', 'dengan', 'baik', 'proses', 'pengirimannya', 'juga', 'cepat', 'sayangnya', 'utk', 'lempengan', 'besi', 'bagian', 'atas', 'ditutup', 'tidak', 'bisa', 'dibuka', 'pasang', 'jd', 'hanya', 'bs', 'dilap', 'saja']","['produk', 'berfungsi', 'dengan', 'baik', 'proses', 'pengirimannya', 'juga', 'cepat', 'sayangnya', 'untuk', 'lempengan', 'besi', 'bagian', 'atas', 'ditutup', 'tidak', 'bisa', 'dibuka', 'pasang', 'jadi', 'hanya', 'bisa', 'dilap', 'saja']"
4 bulan lalu,Maspion Dispenser Portable MD-15 PAS,"bocor netes,  semaleman bisa setengah gelas lebih.  ampe bongkar 2 x benerin ternyata klep biru nya ga rapet/msh ada celah,  kasih lem plastik juga akhir nya. ",bocor netes semaleman bisa setengah gelas lebih ampe bongkar  benerin ternyata klep biru nya ga rapetmsh ada celah kasih lem plastik juga akhir nya ,"['bocor', 'netes', 'semaleman', 'bisa', 'setengah', 'gelas', 'lebih', 'ampe', 'bongkar', '', 'benerin', 'ternyata', 'klep', 'biru', 'nya', 'ga', 'rapetmsh', 'ada', 'celah', 'kasih', 'lem', 'plastik', 'juga', 'akhir', 'nya', '']","['bocor', 'menetes', 'semaleman', 'bisa', 'setenenggakh', 'gelas', 'lebih', 'sampai', 'bongkar', '', 'benerin', 'ternyata', 'klep', 'biru', 'nya', 'enggak', 'rapetmsh', 'ada', 'celah', 'kasih', 'lem', 'plastik', 'juenggak', 'akhir', 'nya', '']"
4 bulan lalu,Maspion Setrika EX-1010 Blackberry (Hitam),"barang original,  dapat garansinya juga",barang original dapat garansinya juga,"['barang', 'original', 'dapat', 'garansinya', 'juga']","['barang', 'original', 'dapat', 'garansinya', 'juga']"
4 bulan lalu,Maspion Wall Cabinet / Kotak Obat MC 15,material produk bagus,material produk bagus,"['material', 'produk', 'bagus']","['material', 'produk', 'bagus']"
4 bulan lalu,"Maspion Stand Fan 16"" EX - 160 S ( Exclusive )","barang ya bagus original,  berfungsi dgn baik,  smga awet. . .  hanya pengiriman ya aja yg lama. ",barang ya bagus original berfungsi dgn baik smga awet hanya pengiriman ya aja yg lama ,"['barang', 'ya', 'bagus', 'original', 'berfungsi', 'dgn', 'baik', 'smga', 'awet', 'hanya', 'pengiriman', 'ya', 'aja', 'yg', 'lama', '']","['barang', 'ya', 'bagus', 'original', 'berfungsi', 'dengan', 'baik', 'semoga', 'awet', 'hanya', 'pengiriman', 'ya', 'saja', 'yang', 'lama', '']"
4 bulan lalu,MASPION MAGIC COM RICE COOKER MRJ 0623 BSSS (0.6L),sayangnya bagian bawa mudah terlepas,sayangnya bagian bawa mudah terlepas,"['sayangnya', 'bagian', 'bawa', 'mudah', 'terlepas']","['sayangnya', 'bagian', 'bawa', 'mudah', 'terlepas']"
5 bulan lalu,Maspion Stand Fan 16 Inch F - 412 S,ok semoga awet,ok semoga awet,"['ok', 'semoga', 'awet']","['ok', 'semoga', 'awet']"
5 bulan lalu,Maspion Rice Cooker MRC 0619PL (0.6L),pemakaian hampir 8 bulan.  lapisan anti lengket sudah mulai terkelupas. ,pemakaian hampir bulan lapisan anti lengket sudah mulai terkelupas ,"['pemakaian', 'hampir', 'bulan', 'lapisan', 'anti', 'lengket', 'sudah', 'mulai', 'terkelupas', '']","['pemakaian', 'hampir', 'bulan', 'lapisan', 'anti', 'lengket', 'sudah', 'mulai', 'terkelupas', '']"
5 bulan lalu,MASPION MEK-1802 KS ELECTRIC KETTLE TEKO LISTRIK STAINLESS STEEL 1.8 L,"meskipun kardus penyok karena ekspedisi,  kettle tetap aman,  didalam ada bubble wrap lagi.  berfungsi dgn baik",meskipun kardus penyok karena ekspedisi kettle tetap aman didalam ada bubble wrap lagi berfungsi dgn baik,"['meskipun', 'kardus', 'penyok', 'karena', 'ekspedisi', 'kettle', 'tetap', 'aman', 'didalam', 'ada', 'bubble', 'wrap', 'lagi', 'berfungsi', 'dgn', 'baik']","['meskipun', 'kardus', 'penyok', 'karena', 'ekspedisi', 'kettle', 'tetap', 'aman', 'didalam', 'ada', 'bubble', 'wrap', 'lagi', 'berfungsi', 'dengan', 'baik']"
5 bulan lalu,Maspion Wall Cabinet / Kotak Penyimpanan Kunci MC 12,rekomen 👍🏻 material produk bagus produk sesuai,rekomen material produk bagus produk sesuai,"['rekomen', 'material', 'produk', 'bagus', 'produk', 'sesuai']","['rekomen', 'material', 'produk', 'bagus', 'produk', 'sesuai']"
5 bulan lalu,Maspion Blender MT-1213,begitu sampai langsung dipake dan hasilnya oke,begitu sampai langsung dipake dan hasilnya oke,"['begitu', 'sampai', 'langsung', 'dipake', 'dan', 'hasilnya', 'oke']","['begitu', 'sampai', 'langsung', 'dipakai', 'dan', 'hasilnya', 'oke']"
5 bulan lalu,Maspion Panda FIT A - Frypan 20 cm & Saucepan 16 cm Stainless Steel,bahan tipis seperti kaleng,bahan tipis seperti kaleng,"['bahan', 'tipis', 'seperti', 'kaleng']","['bahan', 'tipis', 'seperti', 'kaleng']"
5 bulan lalu,Maspion Dispenser Portable MD-19 PAS,sipp. . pengiriman super kilat,sipp pengiriman super kilat,"['sipp', 'pengiriman', 'super', 'kilat']","['sip', 'pengiriman', 'super', 'kilat']"
5 bulan lalu,Maspion Setrika EX-1010 Blackberry (Hitam),"barang sesuai dan cepat
tapi tetap bingung fungsi plastik yang saya pegang buat apaan",barang sesuai dan cepat tapi tetap bingung fungsi plastik yang saya pegang buat apaan,"['barang', 'sesuai', 'dan', 'cepat', 'tapi', 'tetap', 'bingung', 'fungsi', 'plastik', 'yang', 'saya', 'pegang', 'buat', 'apaan']","['barang', 'sesuai', 'dan', 'cepat', 'tapi', 'tetap', 'bingung', 'fungsi', 'plastik', 'yang', 'saya', 'pegang', 'buat', 'apaan']"
5 bulan lalu,Maspion Setrika EX-1010 Blackberry (Hitam),oke bgt,oke bgt,"['oke', 'bgt']","['oke', 'banget']"
5 bulan lalu,Maspion Multi Elektrik cooker MEC 1750,barang oke cuma jne nya lelet kyk keong,barang oke cuma jne nya lelet kyk keong,"['barang', 'oke', 'cuma', 'jne', 'nya', 'lelet', 'kyk', 'keong']","['barang', 'oke', 'cuma', 'jne', 'nya', 'lelet', 'kayak', 'keong']"
5 bulan lalu,Maspion Stand Mixer MT - 1194,gooooddd,gooooddd,['gooooddd'],['gooooddd']
5 bulan lalu,Maspion Exhaust Fan MV-250 NEX,"mantap,  terima kasih",mantap terima kasih,"['mantap', 'terima', 'kasih']","['mantap', 'terima', 'kasih']"
5 bulan lalu,Maspion Panda Seroja Pourpan - Panci Tuang Stainless Steel,"produk ok (ukuran,  bahan,  desain,  & kualitas).  packing ok.  pengiriman ok.  seller ok.  mantap",produk ok ukuran bahan desain kualitas packing ok pengiriman ok seller ok mantap,"['produk', 'ok', 'ukuran', 'bahan', 'desain', 'kualitas', 'packing', 'ok', 'pengiriman', 'ok', 'seller', 'ok', 'mantap']","['produk', 'ok', 'ukuran', 'bahan', 'desain', 'kualitas', 'packing', 'ok', 'pengiriman', 'ok', 'seller', 'ok', 'mantap']"
5 bulan lalu,Maspion Tempat Sampah Mini Cannie Dustbin,mid size sih ini.  terlalu besar buat meja. ,mid size sih ini terlalu besar buat meja ,"['mid', 'size', 'sih', 'ini', 'terlalu', 'besar', 'buat', 'meja', '']","['mid', 'size', 'sih', 'ini', 'terlalu', 'besar', 'buat', 'meja', '']"
5 bulan lalu,Maspion Kotak Perkakas - Toolbox Classy 13 Inch,"build quality masih kurang halus,  agak tajam di beberapa tepian. ",build quality masih kurang halus agak tajam di beberapa tepian ,"['build', 'quality', 'masih', 'kurang', 'halus', 'agak', 'tajam', 'di', 'beberapa', 'tepian', '']","['build', 'quality', 'masih', 'kurang', 'halus', 'agak', 'tajam', 'di', 'beberapa', 'tepian', '']"
5 bulan lalu,Maspion Entong 102 - Sendok Nasi Stainless Steel,sesuai namanya. . .  centong nasi. ,sesuai namanya centong nasi ,"['sesuai', 'namanya', 'centong', 'nasi', '']","['sesuai', 'namanya', 'centong', 'nasi', '']"
5 bulan lalu,Maspion Econopack 6 pcs Dessert Spoon - Sendok Stainless Steel,ekonomis.  build quality sesuai harga. ,ekonomis build quality sesuai harga ,"['ekonomis', 'build', 'quality', 'sesuai', 'harga', '']","['ekonomis', 'build', 'quality', 'sesuai', 'harga', '']"
5 bulan lalu,Maspion Dispenser Portable MD-15 PAS,"pas paket dibuka tutup belakang masangnya gk pas,  jd pengait tutup sebelah kiri patah semua. . .  walaupun udah dibenerin murnya,  sebelah kiri ttp gk bs klop nutup. ",pas paket dibuka tutup belakang masangnya gk pas jd pengait tutup sebelah kiri patah semua walaupun udah dibenerin murnya sebelah kiri ttp gk bs klop nutup ,"['pas', 'paket', 'dibuka', 'tutup', 'belakang', 'masangnya', 'gk', 'pas', 'jd', 'pengait', 'tutup', 'sebelah', 'kiri', 'patah', 'semua', 'walaupun', 'udah', 'dibenerin', 'murnya', 'sebelah', 'kiri', 'ttp', 'gk', 'bs', 'klop', 'nutup', '']","['pas', 'paket', 'dibuka', 'tutup', 'belakang', 'masangnya', 'enggak', 'pas', 'jadi', 'pengait', 'tutup', 'sebelah', 'kiri', 'patah', 'semua', 'walaupun', 'sudah', 'dibenerin', 'murnya', 'sebelah', 'kiri', 'tetap', 'enggak', 'bisa', 'klop', 'nutup', '']"
5 bulan lalu,Maspion Wall Cabinet / Kotak obat MK 11,rekomen 👍🏻,rekomen ,"['rekomen', '']","['rekomen', '']"
5 bulan lalu,Maspion Multi Elektrik Cooker 3510,"bhahaha. . .  ditegor mas pino gegara kasih ⭐️3 ,  okay deh takasih ⭐️5 ben sueneng",bhahaha ditegor mas pino gegara kasih okay deh takasih ben sueneng,"['bhahaha', 'ditegor', 'mas', 'pino', 'gegara', 'kasih', 'okay', 'deh', 'takasih', 'ben', 'sueneng']","['bhahaha', 'ditegor', 'mas', 'pino', 'gegara', 'kasih', 'okay', 'deh', 'takasih', 'ben', 'sueneng']"
5 bulan lalu,Maspion Vanda melamine Piring ceper 10 Inch Ayam,produk sesuai deskrifsi,produk sesuai deskrifsi,"['produk', 'sesuai', 'deskrifsi']","['produk', 'sesuai', 'deskrifsi']"
5 bulan lalu,Maspion Vanda Melamin Mangkok Soup 9 Inch Ayam,produk sesuai deskrifsi,produk sesuai deskrifsi,"['produk', 'sesuai', 'deskrifsi']","['produk', 'sesuai', 'deskrifsi']"
5 bulan lalu,Maspion Vanda Melamin Mangkok Isit 6 Inch Ayam,produk sesuai deskrifsi,produk sesuai deskrifsi,"['produk', 'sesuai', 'deskrifsi']","['produk', 'sesuai', 'deskrifsi']"
5 bulan lalu,Maspion Cermin Kaca Bulat - Round Mirror Universal,produk sesuai deskrifsi,produk sesuai deskrifsi,"['produk', 'sesuai', 'deskrifsi']","['produk', 'sesuai', 'deskrifsi']"
5 bulan lalu,"Maspion Vanda Melamin Mangkok Bakso 7,5 Inch ayam",produk sesuai deskrifsi,produk sesuai deskrifsi,"['produk', 'sesuai', 'deskrifsi']","['produk', 'sesuai', 'deskrifsi']"
5 bulan lalu,"Maspion Vanda Melamin mangkok nasi 4,5 Inch Ayam",produk sesuai deskrifsi,produk sesuai deskrifsi,"['produk', 'sesuai', 'deskrifsi']","['produk', 'sesuai', 'deskrifsi']"
5 bulan lalu,Maspion Keranjang Serbaguna Small + Tutup - Trissa Basket Isi 3 pcs,mantap.  plastik tebel dan bagus,mantap plastik tebel dan bagus,"['mantap', 'plastik', 'tebel', 'dan', 'bagus']","['mantap', 'plastik', 'tebal', 'dan', 'bagus']"
5 bulan lalu,Maspion Dispenser Air Minum - Water Dispenser Montana 21 Liter,"kwalitas bagus,  muat banyak,  plastik kuat",kwalitas bagus muat banyak plastik kuat,"['kwalitas', 'bagus', 'muat', 'banyak', 'plastik', 'kuat']","['kwalitas', 'bagus', 'muat', 'banyak', 'plastik', 'kuat']"
5 bulan lalu,Maspion new prisma set - peralatan masak anti lengket,"frypan tidak bisa untuk kompor induksi! saat saya coba tempel magnet juga tidak bisa. 
tolong deskripsi produknya diubah,  agar tidak terjadi hal serupa. 
sayang sekali jadi. . .  ",frypan tidak bisa untuk kompor induksi saat saya coba tempel magnet juga tidak bisa tolong deskripsi produknya diubah agar tidak terjadi hal serupa sayang sekali jadi ,"['frypan', 'tidak', 'bisa', 'untuk', 'kompor', 'induksi', 'saat', 'saya', 'coba', 'tempel', 'magnet', 'juga', 'tidak', 'bisa', 'tolong', 'deskripsi', 'produknya', 'diubah', 'agar', 'tidak', 'terjadi', 'hal', 'serupa', 'sayang', 'sekali', 'jadi', '']","['frypan', 'tidak', 'bisa', 'untuk', 'kompor', 'induksi', 'saat', 'saya', 'coba', 'tempel', 'magnet', 'juga', 'tidak', 'bisa', 'tolong', 'deskripsi', 'produknya', 'diubah', 'agar', 'tidak', 'terjadi', 'hal', 'serupa', 'sayang', 'sekali', 'jadi', '']"
5 bulan lalu,Maspion Dispenser Portable MD-19 PAS,terima kasih kaka admin,terima kasih kaka admin,"['terima', 'kasih', 'kaka', 'admin']","['terima', 'kasih', 'kakak', 'admin']"
5 bulan lalu,Maspion Setrika HA 370,"barang original,  dapet garansi.  mantap. ",barang original dapet garansi mantap ,"['barang', 'original', 'dapet', 'garansi', 'mantap', '']","['barang', 'original', 'dapat', 'garansi', 'mantap', '']"
5 bulan lalu,MASPION MAGIC COM RICE COOKER MRJ 0623 BSSS (0.6L),"response penjual cepat. 
pengiriman cepat, 
kemasan rapi pake bubble wrap,  dus kondisi bagus. 
barang ada penyok sedikit. 
belum dicoba,  semoga berfungsi dengan baik. ",response penjual cepat pengiriman cepat kemasan rapi pake bubble wrap dus kondisi bagus barang ada penyok sedikit belum dicoba semoga berfungsi dengan baik ,"['response', 'penjual', 'cepat', 'pengiriman', 'cepat', 'kemasan', 'rapi', 'pake', 'bubble', 'wrap', 'dus', 'kondisi', 'bagus', 'barang', 'ada', 'penyok', 'sedikit', 'belum', 'dicoba', 'semoga', 'berfungsi', 'dengan', 'baik', '']","['response', 'penjual', 'cepat', 'pengiriman', 'cepat', 'kemasan', 'rapi', 'pakai', 'bubble', 'wrap', 'dus', 'kondisi', 'bagus', 'barang', 'ada', 'penyok', 'sedikit', 'belum', 'dicoba', 'semoga', 'berfungsi', 'dengan', 'baik', '']"
5 bulan lalu,Maspion Dispenser Portable MD-19 PAS,"oke barangnya bagus gk kyk merk lain terlihst murah,  ini yg maspion lebih rapih air cool nya enak bgt . . . . ",oke barangnya bagus gk kyk merk lain terlihst murah ini yg maspion lebih rapih air cool nya enak bgt ,"['oke', 'barangnya', 'bagus', 'gk', 'kyk', 'merk', 'lain', 'terlihst', 'murah', 'ini', 'yg', 'maspion', 'lebih', 'rapih', 'air', 'cool', 'nya', 'enak', 'bgt', '']","['oke', 'barangnya', 'bagus', 'enggak', 'kayak', 'merk', 'lain', 'terlihst', 'murah', 'ini', 'yang', 'maspion', 'lebih', 'rapi', 'air', 'cool', 'nya', 'enak', 'banget', '']"
5 bulan lalu,"Kipas Angin MASPION Box Fan 10"" JF - 122",barang tidak sampai sama sekali ke pelanggan. ,barang tidak sampai sama sekali ke pelanggan ,"['barang', 'tidak', 'sampai', 'sama', 'sekali', 'ke', 'pelanggan', '']","['barang', 'tidak', 'sampai', 'sama', 'sekali', 'ke', 'pelanggan', '']"
5 bulan lalu,Maspion Stand Fan 18 Inch F'-1801 ST,"paket aman,  cepat nyampe.  cuma butuh obeng kembang +15min aja buat dirakit.  angin lumayan kenceng padahal speed low.  motor ga berisik dan ga panas.  sistem jepit cover kip. . .  ",paket aman cepat nyampe cuma butuh obeng kembang min aja buat dirakit angin lumayan kenceng padahal speed low motor ga berisik dan ga panas sistem jepit cover kip ,"['paket', 'aman', 'cepat', 'nyampe', 'cuma', 'butuh', 'obeng', 'kembang', 'min', 'aja', 'buat', 'dirakit', 'angin', 'lumayan', 'kenceng', 'padahal', 'speed', 'low', 'motor', 'ga', 'berisik', 'dan', 'ga', 'panas', 'sistem', 'jepit', 'cover', 'kip', '']","['paket', 'aman', 'cepat', 'sampai', 'cuma', 'butuh', 'obeng', 'kembang', 'min', 'saja', 'buat', 'dirakit', 'angin', 'lumayan', 'kencang', 'padahal', 'speed', 'low', 'motor', 'engenggakk', 'berisik', 'dan', 'engenggakk', 'panas', 'sistem', 'jepit', 'cover', 'kip', '']"
5 bulan lalu,Maspion Wajan Enamel 30 cm Tilam - Penggorengan Enamel,"wajannya bagus
minusnya pinggirannya tajam jadi harus hati hati kalo ga bisa luka",wajannya bagus minusnya pinggirannya tajam jadi harus hati hati kalo ga bisa luka,"['wajannya', 'bagus', 'minusnya', 'pinggirannya', 'tajam', 'jadi', 'harus', 'hati', 'hati', 'kalo', 'ga', 'bisa', 'luka']","['wajannya', 'bagus', 'minusnya', 'pinggirannya', 'tajam', 'jadi', 'harus', 'hati', 'hati', 'kalo', 'enggak', 'bisa', 'luka']"
5 bulan lalu,Maspion Rak Sepatu Plastik Susun 3,👍, ,"['', '']","['', '']"
5 bulan lalu,Maspion Tempat RotI Tawar - Bread Case,👍, ,"['', '']","['', '']"
5 bulan lalu,Maspion Turbine Fan 10 Inch TB-104,cocok untuk buat air purifier diy,cocok untuk buat air purifier diy,"['cocok', 'untuk', 'buat', 'air', 'purifier', 'diy']","['cocok', 'untuk', 'buat', 'air', 'purifier', 'diy']"
5 bulan lalu,Maspion Dispenser Portable MD-15 PAS,"bagus brgnya.  mendarat dg aman.  cuman body nya ada goresan2,  tp all in oke.  brg jg berfungsi dg baik.  
semoga aweet.  aamiin.  thnks seller",bagus brgnya mendarat dg aman cuman body nya ada goresan tp all in oke brg jg berfungsi dg baik semoga aweet aamiin thnks seller,"['bagus', 'brgnya', 'mendarat', 'dg', 'aman', 'cuman', 'body', 'nya', 'ada', 'goresan', 'tp', 'all', 'in', 'oke', 'brg', 'jg', 'berfungsi', 'dg', 'baik', 'semoga', 'aweet', 'aamiin', 'thnks', 'seller']","['bagus', 'barengnya', 'mendarat', 'dengan', 'aman', 'cuman', 'body', 'nya', 'ada', 'goresan', 'tapi', 'all', 'ini', 'oke', 'bareng', 'juga', 'berfungsi', 'dengan', 'baik', 'semoga', 'aweet', 'amini', 'thnks', 'seller']"
5 bulan lalu,Maspion Setrika HA 370,mudah2n awet,mudahn awet,"['mudahn', 'awet']","['mudahn', 'awet']"
5 bulan lalu,MASPION MAGIC COM RICE COOKER MRJ 0623 BSSS (0.6L),"barang sih oke sesuai yg diiklankan.  namun hati2 kalau mau pesan,  krn orderan diproses sesuai jam kantor dan sabtu minggu tutup.  saya pesan jumat sore,  diproses senin.  ta. . .  ",barang sih oke sesuai yg diiklankan namun hati kalau mau pesan krn orderan diproses sesuai jam kantor dan sabtu minggu tutup saya pesan jumat sore diproses senin ta ,"['barang', 'sih', 'oke', 'sesuai', 'yg', 'diiklankan', 'namun', 'hati', 'kalau', 'mau', 'pesan', 'krn', 'orderan', 'diproses', 'sesuai', 'jam', 'kantor', 'dan', 'sabtu', 'minggu', 'tutup', 'saya', 'pesan', 'jumat', 'sore', 'diproses', 'senin', 'ta', '']","['barang', 'sih', 'oke', 'sesuai', 'yang', 'diiklankan', 'namun', 'hati', 'kalau', 'mau', 'pesan', 'karena', 'orderan', 'diproses', 'sesuai', 'jam', 'kantor', 'dan', 'sabtu', 'minggu', 'tutup', 'saya', 'pesan', 'jumat', 'sore', 'diproses', 'senin', 'ta', '']"
5 bulan lalu,Maspion Automatic Setrika HA-30,untuk barang sih sudah tidak di ragukan cuma packing nya seperti asal2an tidak niat packing masih kalah sama packing anti gores yang harganya 20rb jadi rawan pecah dalam. . .  ,untuk barang sih sudah tidak di ragukan cuma packing nya seperti asalan tidak niat packing masih kalah sama packing anti gores yang harganya rb jadi rawan pecah dalam ,"['untuk', 'barang', 'sih', 'sudah', 'tidak', 'di', 'ragukan', 'cuma', 'packing', 'nya', 'seperti', 'asalan', 'tidak', 'niat', 'packing', 'masih', 'kalah', 'sama', 'packing', 'anti', 'gores', 'yang', 'harganya', 'rb', 'jadi', 'rawan', 'pecah', 'dalam', '']","['untuk', 'barang', 'sih', 'sudah', 'tidak', 'di', 'ragukan', 'cuma', 'packing', 'nya', 'seperti', 'asalan', 'tidak', 'niat', 'packing', 'masih', 'kalah', 'sama', 'packing', 'anti', 'gores', 'yang', 'harganya', 'ribu', 'jadi', 'rawan', 'pecah', 'dalam', '']"
5 bulan lalu,Maspion Rice Warmer MRJ-788,barang sesuai pengiriman cepat,barang sesuai pengiriman cepat,"['barang', 'sesuai', 'pengiriman', 'cepat']","['barang', 'sesuai', 'pengiriman', 'cepat']"
5 bulan lalu,Maspion Dispenser Portable MD-15 PAS,￼👍, ,"['', '']","['', '']"
5 bulan lalu,Maspion Setrika HA 370,"barang sesuai pesanan,  berfungsi dengan baik",barang sesuai pesanan berfungsi dengan baik,"['barang', 'sesuai', 'pesanan', 'berfungsi', 'dengan', 'baik']","['barang', 'sesuai', 'pesanan', 'berfungsi', 'dengan', 'baik']"
5 bulan lalu,Maspion Kompor Induksi MIC-02,bagus,bagus,['bagus'],['bagus']
5 bulan lalu,Maspion Electric Bottle Water Pump MPB-03,barangnya original 👍 berfungsi dengan baik garansi resmi,barangnya original berfungsi dengan baik garansi resmi,"['barangnya', 'original', 'berfungsi', 'dengan', 'baik', 'garansi', 'resmi']","['barangnya', 'original', 'berfungsi', 'dengan', 'baik', 'garansi', 'resmi']"
5 bulan lalu,Maspion Dispenser Portable MD-19 PAS,barang sudah diterima dalam kondisi baik. ,barang sudah diterima dalam kondisi baik ,"['barang', 'sudah', 'diterima', 'dalam', 'kondisi', 'baik', '']","['barang', 'sudah', 'diterima', 'dalam', 'kondisi', 'baik', '']"
5 bulan lalu,Maspion penggorengan Fryer 18 Cm Gudetama Tutup Full Kaca - Aluminium,"pengiriman cepat,  packing rapih dan aman pakai bubble wrap,  produk bagus sesuai katalogue…. . terimakasih maspion",pengiriman cepat packing rapih dan aman pakai bubble wrap produk bagus sesuai katalogue terimakasih maspion,"['pengiriman', 'cepat', 'packing', 'rapih', 'dan', 'aman', 'pakai', 'bubble', 'wrap', 'produk', 'bagus', 'sesuai', 'katalogue', 'terimakasih', 'maspion']","['pengiriman', 'cepat', 'packing', 'rapi', 'dan', 'aman', 'pakai', 'bubble', 'wrap', 'produk', 'bagus', 'sesuai', 'katalogue', 'terimakasih', 'maspion']"
5 bulan lalu,Maspion Tatakan Setrika Plastik,ok,ok,['ok'],['ok']
5 bulan lalu,Maspion Exhaust Fan MV-200 NEX,bubble wrap nya rusak tp barang aman koq.  smg awet,bubble wrap nya rusak tp barang aman koq smg awet,"['bubble', 'wrap', 'nya', 'rusak', 'tp', 'barang', 'aman', 'koq', 'smg', 'awet']","['bubble', 'wrap', 'nya', 'rusak', 'tapi', 'barang', 'aman', 'kok', 'semoga', 'awet']"
5 bulan lalu,Maspion Dispenser Portable MD-10 PAS,"alhamdulillah di test berfungsi utk model ok 👍cuma utk gelas/botol yg tinggi  kurang /agak sulit,  semoga awet ajalah👍",alhamdulillah di test berfungsi utk model ok cuma utk gelasbotol yg tinggi kurang agak sulit semoga awet ajalah ,"['alhamdulillah', 'di', 'test', 'berfungsi', 'utk', 'model', 'ok', 'cuma', 'utk', 'gelasbotol', 'yg', 'tinggi', 'kurang', 'agak', 'sulit', 'semoga', 'awet', 'ajalah', '']","['alhamdulillah', 'di', 'test', 'berfungsi', 'untuk', 'model', 'ok', 'cuma', 'untuk', 'gelasbotol', 'yang', 'tinggi', 'kurang', 'agak', 'sulit', 'semoga', 'awet', 'ajalah', '']"
